id,input_text,target_text
35204350-f540-4072-9338-b21cba782c5d,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
fed33355-f26a-4a2a-8910-d2f0f85b66b5,I need help with my machine learning project.,I need help with my
93a4f5aa-314c-412c-a95a-84b5cac9f643,The movie was fantastic and enjoyable.,The movie was fantastic and
df0ab200-c641-4c61-985d-1ee37ff34cfb,She completed her assignment on time.,She completed her assignment on time.
d791c357-1561-4b7e-ba70-dffb328a100d,The weather is cold and gloomy today.,The weather is cold and gloomy today
098d66d2-d07d-4eb3-8b7a-1a5a158ad4d2,The weather is cold and gloomy today.,The weather is chilly and dark today.
48118b4f-b298-4d12-9c77-2b844817ec2e,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
5efc826a-17c8-4b8c-a29b-2771d737ebcd,The service at the hotel was terrible.,The service at the hotel was terrible
674e2770-337d-4819-934d-7c88097f9dc2,The food in that restaurant was delicious.,The food in that restaurant was delicious
fbe6216d-ba9f-4410-a606-a5c09b6081bc,The food in that restaurant was delicious.,"In summary, The food in that restaurant proved to be delicious."
6c814fb8-1113-4dbc-ad37-9b818981de1a,The food in that restaurant was delicious.,The food in that restaurant was delicious
721f1964-69b0-47c8-86e0-797cf33cec33,The weather is cold and gloomy today.,"In summary, The weather is cold and gloomy today."
641f1544-299b-4e41-a53f-8e46408cc239,I am planning to travel next month.,I am planning to travel next month. It was a memorable experience overall.
6fea3e9c-c4fd-4602-8f8d-e13e42fb669d,The weather is cold and gloomy today.,"In summary, The weather is cold and gloomy today."
1011ae35-b5ed-4294-a6b1-f5aef0550e1a,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
06869692-2676-4cb0-bede-bc81216cb773,The laptop battery drains very quickly.,The laptop battery runs out fast.
a80ba375-0ed4-402b-992f-cc302721dc77,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
6d4b15c5-45ce-4d92-bb45-d859e7a3e9ce,He bought a new phone yesterday.,He bought a new phone yesterday
557801e7-d5ce-4d5f-8f79-3696a4fd9789,She completed her assignment on time.,She completed her assignment on time.
2a48036d-1ff1-4ae7-8e86-cc7f179d313b,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
96f505c9-0d4f-4f86-ad46-7a202a1d0522,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
5813ff74-5c44-4ea4-98fc-7ae2e7e0e328,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
374c6956-de5e-4555-92ba-cae16644317c,I am planning to travel next month.,I am planning to travel next month.
2e6386c0-d64f-453f-9cdc-d4c21438d739,The service at the hotel was terrible.,The service at the hotel was very disappointing.
e5d01d21-37ad-4778-b09e-207d9a348888,He bought a new phone yesterday.,He bought a new phone yesterday.
1ad2bd8d-82d2-4ea0-a59f-51bf713ae253,I need help with my machine learning project.,I need help with my machine learning project.
58c1d5ea-22cf-49a0-b0ea-adc5fd71584c,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
a80a0803-9150-4fce-a1fe-67a928285bec,The food in that restaurant was delicious.,The food in that restaurant was delicious. This happened recently and I felt it was worth mentioning.
f3401945-d6fa-40ed-891e-589976a9d007,The laptop battery drains very quickly.,The laptop battery runs out fast.
f8ddba15-34d4-4169-8af4-4ecfd61762f5,The laptop battery drains very quickly.,The laptop battery drains very quickly
7a64447e-a6ed-46c1-872d-27fb2235ae66,She completed her assignment on time.,She completed her assignment on time
168efd6d-0a3e-4764-ad77-f27a61845a61,The laptop battery drains very quickly.,The laptop battery runs out fast.
029d07f3-22a2-4ede-9b3f-917f8dd22bba,The movie was fantastic and enjoyable.,"In summary, The movie proved to be fantastic and enjoyable."
474f0ca5-0eeb-488f-9cdb-5f1154beb4b3,The laptop battery drains very quickly.,The laptop battery drains very quickly. This happened recently and I felt it was worth mentioning.
4063534c-dd63-4dc7-bc24-0b443075ab2f,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
beb8d688-f5ee-43f9-b4eb-7f7079dc0f9f,She completed her assignment on time.,"In summary, She completed her assignment on time."
b8e21dde-c073-4948-a962-4f29c913a27a,She completed her assignment on time.,She completed her assignment on time
be11fe92-3ecf-4e9b-8051-44ef0dc5e587,The laptop battery drains very quickly.,The laptop battery drains very quickly
1410a627-e270-4705-890a-3fd49f9f29e5,She completed her assignment on time.,She completed her assignment on time.
76c73c67-68fe-4d9a-9795-2001ad802ea4,The laptop battery drains very quickly.,The laptop battery drains very quickly. It was a memorable experience overall.
c44368d2-f1c9-4ee9-b20f-9e518da1056f,The product exceeded my expectations.,The product exceeded my expectations
cb78099b-362f-41ca-8843-024268fcf1b0,She completed her assignment on time.,She completed her assignment on time.
d96c4d2e-6df4-4269-aed9-e7e419cf4fff,The product exceeded my expectations.,The product exceeded my expectations
e0c1ae59-4c32-4ed9-a8ec-53bb151468a5,The laptop battery drains very quickly.,The laptop battery runs out fast.
2557130e-754b-486d-a08d-ea8b33372a34,The service at the hotel was terrible.,The service at the hotel
d3cd3421-2a14-4637-8745-5949a4ac1204,I am planning to travel next month.,I am planning to travel next month.
3de016c3-359b-4f83-8df4-aa6828d31d13,I am planning to travel next month.,I am planning to travel next month
76cb1b39-7879-4d5b-beee-376126f940f9,The service at the hotel was terrible.,The service at the hotel was terrible. This happened recently and I felt it was worth mentioning.
9664f45b-c40b-47ac-b180-82fa170db0cd,The weather is cold and gloomy today.,The weather is cold and gloomy today.
e737c90a-6356-44c9-a8fb-299ead7bf663,I am planning to travel next month.,I am planning to travel next month
2d99f7bd-2b22-43ee-8c82-a195f50a4457,I am planning to travel next month.,I am planning to travel next month
95b95a08-33af-4235-8014-73318f242ea5,She completed her assignment on time.,She completed her assignment on time
587fceb7-39a0-4f8f-86c1-2f93d74d539e,The product exceeded my expectations.,The product exceeded my expectations.
a1a293e5-6c68-4de1-809a-c5a0c474673b,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
d90bcfb3-e264-4fea-baec-8198e8d156ce,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
619580b3-a6bb-4393-bda2-7387ce2d9318,The product exceeded my expectations.,The product exceeded my expectations
cbf4a604-e520-482b-a076-78da4a4f35ec,The food in that restaurant was delicious.,The food in that restaurant was delicious
f6f143b4-ccc2-4062-bc51-60adcb471dfa,The laptop battery drains very quickly.,"In summary, The laptop battery drains very quickly."
f8665c9c-d386-4d16-9930-c7853debb8ea,He bought a new phone yesterday.,He bought a new phone yesterday.
c8a75f04-9ffb-4d98-89ed-ab3005115111,The food in that restaurant was delicious.,The food in that restaurant was delicious. It was a memorable experience overall.
6544ce2a-2707-46b5-9aee-392419906cf2,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. It was a memorable experience overall.
4a1c64cb-3158-4d5a-bec7-308666d59394,The food in that restaurant was delicious.,"In summary, The food in that restaurant proved to be delicious."
ad50a923-7394-4304-872a-c4c798ed37e9,I am planning to travel next month.,I am planning to travel next month.
827f3f17-0149-4918-a792-53e51df09b5e,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
704f49b9-6a8d-423d-b91b-96a583ad51e0,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
11019384-dc3a-4662-8422-8b7639e4c98d,She completed her assignment on time.,She completed her assignment on time. It was a memorable experience overall.
9a4d1abe-882f-435e-8113-a1cdb2ab4103,The service at the hotel was terrible.,The service at the hotel was terrible. This happened recently and I felt it was worth mentioning.
89e78710-aabd-42bb-9d7a-edad788ed5b2,The weather is cold and gloomy today.,The weather is chilly and dark today.
e6ce88d4-2ae8-4af9-8050-c9a59f400b50,The service at the hotel was terrible.,The service at the hotel was very disappointing.
b2072cd8-d9b5-438a-856f-77347bede4c9,The service at the hotel was terrible.,The service at the hotel was terrible. It was a memorable experience overall.
45d7863f-7ff9-44d9-ac59-517a1cee1fc0,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
600042ea-525d-4277-8a10-43dcf5e3a9e3,The product exceeded my expectations.,The product exceeded my expectations
47357b69-29bc-4618-a0bf-ac65ec688727,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
95e25912-6fdc-4580-ab13-bbeb32734e3b,The weather is cold and gloomy today.,The weather is cold and gloomy today
def47b1d-6c8a-443b-9e80-64fbf2f9539b,The laptop battery drains very quickly.,The laptop battery drains very quickly.
8296c66f-c6ce-492c-be54-c3ceb19e3ff6,The service at the hotel was terrible.,The service at the hotel was really super bad.
88232b57-9bb4-4576-b541-953cf67f604f,He bought a new phone yesterday.,"In summary, He bought a new phone yesterday."
afae7c2b-9f66-44db-94fd-8fd69b71c940,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
c04f87ff-7374-4ad1-b7e1-90ae8e45c8c0,He bought a new phone yesterday.,He bought a new phone
4e5f1167-de8f-484f-9991-50b27a22f86c,I need help with my machine learning project.,I need help with my machine learning project.
cdd82a53-4ad9-4a38-a3a3-3f4e25208930,He bought a new phone yesterday.,He bought a new phone yesterday. It was a memorable experience overall.
9377197b-de02-4efa-a501-656e3da2236b,She completed her assignment on time.,"In summary, She completed her assignment on time."
4dd05026-4096-49f4-ae82-515e0ef8fe25,He bought a new phone yesterday.,He bought a new phone yesterday. It was a memorable experience overall.
a120e4a8-8872-4798-b2a1-07139e994907,The laptop battery drains very quickly.,"In summary, The laptop battery drains very quickly."
2c375132-3553-42ef-9db5-caa98f386aad,The movie was fantastic and enjoyable.,"In summary, The movie proved to be fantastic and enjoyable."
9198218f-4275-4eaa-8598-4c09b2a960a4,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
1266c543-af4f-4672-a9f7-f1b4cc260399,The product exceeded my expectations.,The product exceeded my expectations.
fd541e52-eae9-4ca4-8311-e78a09719d10,I am planning to travel next month.,I am planning to travel next month.
7f9eede2-0edd-47b2-8284-f1788f9bcf70,I am planning to travel next month.,I am planning to travel next month.
0bcc643a-fcfa-45df-b117-a1d03408fb1c,The service at the hotel was terrible.,The service at the hotel was really super bad.
57caad6f-3af1-4234-81b7-f2857feb3c4d,She completed her assignment on time.,She completed her assignment on time. It was a memorable experience overall.
05b4412e-ec6d-4e9f-9323-b35bf548da09,The laptop battery drains very quickly.,"In summary, The laptop battery drains very quickly."
7f7b57c6-34c7-4e46-9d43-f968a1be00de,The weather is cold and gloomy today.,The weather is cold and gloomy today. It was a memorable experience overall.
a1c98e8c-10b4-4211-bb33-95f1f5df8f68,He bought a new phone yesterday.,"In summary, He bought a new phone yesterday."
587ef884-3b3a-4030-afe0-56518a2ef032,The service at the hotel was terrible.,The service at the hotel was very disappointing.
6b5c2e55-c025-43c3-8cda-7a2ef86df5b8,I need help with my machine learning project.,I need help with my
48fd236a-148b-4eb8-a013-d9a1d6ce97fa,She completed her assignment on time.,"In summary, She completed her assignment on time."
3086659d-7a84-450d-886b-29ff9176304e,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
de648265-544a-4642-a981-71359dc77c99,I need help with my machine learning project.,I need help with my machine learning project. It was a memorable experience overall.
253b705f-e781-4de9-869f-8e1c13d77491,The food in that restaurant was delicious.,The food in that restaurant
a60fbab8-96ef-4564-b900-02ec6971f38a,The service at the hotel was terrible.,The service at the hotel was terrible
80a23b9b-3ca2-4bc5-9be7-19729c7d5dac,He bought a new phone yesterday.,He bought a new phone yesterday.
48bcecfc-4b14-4fe9-8748-058d17832e3c,The service at the hotel was terrible.,The service at the hotel was terrible. This happened recently and I felt it was worth mentioning.
15cfe86b-1a69-4c3b-8346-260dbe40cb0b,The food in that restaurant was delicious.,The food in that restaurant was tasty.
feeab64c-dc6d-4b77-990b-7f763f39927b,The weather is cold and gloomy today.,"In summary, The weather is cold and gloomy today."
0d5cca13-434e-4a5b-9325-906099186467,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
c74c326b-4a15-48e2-a94b-c2ace52a1c80,The weather is cold and gloomy today.,The weather is chilly and dark today.
3d8af65b-5779-40b8-bbbd-9eb2b148575b,He bought a new phone yesterday.,He bought a new phone yesterday.
3abc5449-22ca-47e3-9a24-493259ecfa7b,The food in that restaurant was delicious.,"In summary, The food in that restaurant proved to be delicious."
4f33b695-3f83-43ef-840f-75e221f3d1c2,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
32db5b2b-f9a9-48cb-99e0-9cbff5c38dd1,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
b8536f43-406c-483c-bac0-6ca141a3cbba,The product exceeded my expectations.,The product exceeded my expectations. It was a memorable experience overall.
07320a43-b542-44a9-b5be-79508a2ed6b6,She completed her assignment on time.,She completed her assignment on time
d73408c2-a3c1-4cd4-960f-ccd3a1b4db6d,The product exceeded my expectations.,The product was better than expected.
20961583-d44b-4d12-b529-f72ca1445567,I am planning to travel next month.,I am planning to travel next month
d4f69345-6246-467e-a456-94cc1e891324,The laptop battery drains very quickly.,"In summary, The laptop battery drains very quickly."
3a07d7f6-e4a5-48b9-8864-37223beb6fad,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
a9e75716-7caa-4ac1-a2d7-b8ba72ba49a1,The laptop battery drains very quickly.,The laptop battery drains very quickly
6673e9da-c419-48a7-8585-c1fbb3d5fe7e,The food in that restaurant was delicious.,The food in that restaurant was really delicious.
6ccbbe4c-6ffe-4db4-a17b-f017b88bf639,The service at the hotel was terrible.,The service at the hotel was very disappointing.
f112a937-8ffe-4dac-9c42-af27cf87b5fd,The laptop battery drains very quickly.,The laptop battery drains very quickly
fc4fd843-74c8-4010-a41b-f362992600ce,The weather is cold and gloomy today.,The weather is cold and gloomy today. This happened recently and I felt it was worth mentioning.
dea02a3e-cc19-4bd5-9d8f-9c304c39581f,I am planning to travel next month.,I am planning to travel next month.
ea8409f7-0153-4c2c-9d4c-d476bd2d9c6c,The movie was fantastic and enjoyable.,The movie was amazing and fun.
368b80e5-bc68-41fe-9a48-547af5013726,The weather is cold and gloomy today.,The weather is chilly and dark today.
52d18f12-1032-4d9b-8228-efa6e6509e4a,The movie was fantastic and enjoyable.,The movie was amazing and fun.
489cf5fa-7d7d-4214-b5e4-caae59844ec4,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
f5bc0f28-34a5-41c6-9fba-fa407cfef40e,I am planning to travel next month.,I am planning to travel next month.
46a5574d-5ce2-4806-a067-756361ba3875,I am planning to travel next month.,I am planning to travel next month.
1eb6abe8-8295-49d2-99d1-d3bc318a242c,The weather is cold and gloomy today.,The weather is cold and
80ad7582-945b-4e7e-a36a-8b54cbb7d6be,The laptop battery drains very quickly.,The laptop battery drains very quickly. It was a memorable experience overall.
fa4be50f-48b4-436a-9770-76bddc23b785,The movie was fantastic and enjoyable.,The movie was amazing and fun.
7f1e5d59-0766-4f7c-9f97-22e4ae038ab0,She completed her assignment on time.,She completed her assignment on time.
eccf21a0-923a-43c9-9bcf-503da16212a7,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
5f018d08-9b5f-4aa5-8598-90237c31a012,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
1b52f008-689a-4b0e-8d16-d4744531296a,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
958e8703-f0f0-4ba8-8e10-ccf056a0e305,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
0b89a84e-c176-4934-bdcc-728f8e6658db,I need help with my machine learning project.,I need help with my machine learning project.
5f67f77a-c101-4523-b665-dfc54f07d6f4,The movie was fantastic and enjoyable.,"In summary, The movie proved to be fantastic and enjoyable."
1eb9a141-9465-47df-8d8c-8cd2b2bcadcf,The laptop battery drains very quickly.,The laptop battery runs out fast.
04b949c4-7430-40c8-91b2-8792e3748f1e,The weather is cold and gloomy today.,"In summary, The weather is cold and gloomy today."
f87b07cb-81cd-4e69-9ce5-5ed82a53acec,The food in that restaurant was delicious.,The food in that restaurant was really delicious.
824b695d-4f35-40ff-a82c-91c4e3a649a4,The service at the hotel was terrible.,The service at the hotel was terrible
49519ccf-7881-41a7-bf75-3ac46a2d6ebd,The service at the hotel was terrible.,The service at the hotel was really super bad.
12add15b-dbc9-457f-8369-bc9159c98dac,I am planning to travel next month.,I am planning to travel next month. It was a memorable experience overall.
6aa76b16-485e-40c7-87e9-32b9816b49a8,She completed her assignment on time.,She completed her assignment on time.
4d52911d-20ce-4bb4-9e2a-6ade334ba163,The product exceeded my expectations.,The product was better than expected.
73f970fa-7f99-479b-aeb5-438bdf74de58,She completed her assignment on time.,She completed her assignment on time. It was a memorable experience overall.
7a03209d-c8c5-4022-8cf2-faa9ce5d0a9e,She completed her assignment on time.,She completed her assignment on time.
5cfc03ca-b072-421d-8d61-03788af99dec,He bought a new phone yesterday.,"In summary, He bought a new phone yesterday."
7ef72e7f-a7df-448e-b3ce-1bfef80f8029,He bought a new phone yesterday.,He bought a new phone yesterday.
ebc44fbb-06cc-444a-8e4f-d19137103f0c,The food in that restaurant was delicious.,The food in that restaurant was delicious
5d2db587-97fc-4d59-b4d6-e4bca3650010,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. It was a memorable experience overall.
7acf8c67-8d37-4b26-82af-9e3bb6d4e8f8,He bought a new phone yesterday.,He bought a new phone
bf609da8-c997-449f-bfd4-4ab149850a63,She completed her assignment on time.,She completed her assignment on time.
87e3b973-4a33-47fa-a973-757e6b360223,I am planning to travel next month.,I am planning to travel next month.
8b6798d0-06a6-4940-b6a9-ba886e994d85,She completed her assignment on time.,She completed her assignment on
ce4cc158-9e8e-4c66-a3f6-6c57717e0fdd,The service at the hotel was terrible.,The service at the hotel was very disappointing.
758f0bc6-b963-42c8-8af7-4e963f315d65,She completed her assignment on time.,She completed her assignment on time
80f43440-9416-402f-8141-731c6b28a9d6,The service at the hotel was terrible.,The service at the hotel
5058d964-a5be-4b22-9aa3-6ed400a95496,She completed her assignment on time.,"In summary, She completed her assignment on time."
cf98b209-0c4b-434f-b653-a167145f3bc9,The weather is cold and gloomy today.,The weather is cold and gloomy today
79c1273d-bd76-4697-bf9f-f2b479360fc3,The food in that restaurant was delicious.,The food in that restaurant was delicious. It was a memorable experience overall.
388fb27e-3a05-4181-ae96-d407b8db9d93,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
bf5ac612-f7a2-4a02-ae2c-9e729f866af1,I am planning to travel next month.,"In summary, I am currently planning to travel next month."
95ca35c9-a1fa-41ee-aefa-c312fdbf86d0,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
402e2cd1-679c-419c-93db-4766d84fad12,She completed her assignment on time.,She completed her assignment on time.
10d46f5e-ed0e-457c-80c3-3785dc0d7034,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
be799964-13b7-481c-8702-1fa18040d5a8,I need help with my machine learning project.,I need help with my
ca1bc10e-6656-48ff-bf9f-06d20ae08c63,The food in that restaurant was delicious.,The food in that restaurant was delicious. This happened recently and I felt it was worth mentioning.
b6d6efc4-3fa5-46ed-bf81-325463cda84f,I am planning to travel next month.,"In summary, I am currently planning to travel next month."
30d6bb56-f37a-4318-960b-943adfb3dc2e,The service at the hotel was terrible.,The service at the hotel was very disappointing.
8271f83b-c78a-4185-9b90-b0ff4abf9ad9,The food in that restaurant was delicious.,The food in that restaurant was tasty.
5b2fc943-bc3b-4e63-b88e-195014c3450d,He bought a new phone yesterday.,He bought a new phone yesterday.
701ce6c6-5655-4924-8538-c6415b71703f,He bought a new phone yesterday.,He bought a new phone yesterday.
41b23935-1ad6-453e-8b89-4c5637924749,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
7c79220c-3537-449c-a921-514db5feb673,The product exceeded my expectations.,The product was better than expected.
4ba703ee-ba41-415c-9f36-937ac5f36ca1,She completed her assignment on time.,She completed her assignment on time
98bc7c27-073b-45aa-843a-abacbdd6d868,The laptop battery drains very quickly.,The laptop battery drains very quickly. It was a memorable experience overall.
a543a86c-20de-4302-a9df-eeb0af54753b,The food in that restaurant was delicious.,The food in that restaurant was delicious. This happened recently and I felt it was worth mentioning.
6709334f-d8c7-4efc-b280-ed365567d8d3,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
9f1f8c6e-26b1-46a5-80a9-94d664dd7647,The service at the hotel was terrible.,The service at the hotel
46ca6d07-129b-43e0-8f86-db518ac18b0b,He bought a new phone yesterday.,He bought a new phone yesterday
ac02bcb3-11f3-4d9d-9665-4398d9df21d2,She completed her assignment on time.,She completed her assignment on time. This happened recently and I felt it was worth mentioning.
a246a3fa-5a65-4b01-84f6-78305ca16194,The food in that restaurant was delicious.,The food in that restaurant was delicious
1d32c649-9e23-45bb-a339-7085d4b43552,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
06eeac0c-8c23-4d06-9da4-706a0160f604,I need help with my machine learning project.,I need help with my
4d323a76-ffd4-4223-99d5-d1e1abd5e58a,She completed her assignment on time.,She completed her assignment on time. It was a memorable experience overall.
93798f02-3b49-4da6-83b7-52dfe1793c6f,The food in that restaurant was delicious.,The food in that restaurant was delicious. It was a memorable experience overall.
d4afcb36-7b0b-41c7-a85b-76179db114da,He bought a new phone yesterday.,He bought a new phone
7ee7bb11-1b23-4559-ac98-1001eeb28ba7,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. This happened recently and I felt it was worth mentioning.
46f8a634-1194-41b7-9340-74a87d9778b0,The laptop battery drains very quickly.,The laptop battery runs out fast.
ab40e8ee-e692-4581-94da-890d31c0a81a,The food in that restaurant was delicious.,The food in that restaurant
dc5b3743-fec8-4ce1-9f80-edecc8236588,The weather is cold and gloomy today.,The weather is cold and gloomy today
7f533dce-7ffb-46ed-a37a-14108a0b9f17,The movie was fantastic and enjoyable.,The movie was really fantastic and enjoyable.
e530e670-dad3-4225-987b-96b4169065b5,The service at the hotel was terrible.,The service at the hotel was terrible
feb489eb-8b16-438d-96cf-3c44fa1361e5,The food in that restaurant was delicious.,The food in that restaurant
a49a72ad-0a17-4fee-ba3a-0d34b5dc4e33,The laptop battery drains very quickly.,The laptop battery drains very
9f21e561-ee34-4a22-b8b1-990b5d019a29,The movie was fantastic and enjoyable.,The movie was fantastic and
3c01e4a2-df99-4e5b-b3b1-8ae7e6ad09a5,The laptop battery drains very quickly.,The laptop battery drains very quickly. This happened recently and I felt it was worth mentioning.
10fc6caa-2ca5-4810-b843-43b01ce8721c,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
a6f3e1e4-7986-4881-93e6-a76dad257eb9,The laptop battery drains very quickly.,The laptop battery drains very quickly
3636be0c-826a-4d25-a887-8514e3f95041,The food in that restaurant was delicious.,The food in that restaurant was really delicious.
0ae99e7f-73bf-4442-978e-a244791862ac,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
bb8a6f6b-84a2-482a-a4ea-90c95cbaa461,The product exceeded my expectations.,The product exceeded my expectations
4dc5eb2e-861a-4b09-a4a6-64b2a0e9a6cd,The laptop battery drains very quickly.,The laptop battery drains very quickly. It was a memorable experience overall.
cf2fda31-2080-4033-a48a-829a6d1ae94b,He bought a new phone yesterday.,He bought a new phone yesterday. It was a memorable experience overall.
8835e35c-1d8f-44b6-b7d9-461f58a2d676,I need help with my machine learning project.,I need help with my machine learning project
637535df-1c36-4262-b45b-d698956707f2,She completed her assignment on time.,She completed her assignment on time.
740bdb7b-7593-4c42-95c4-365edaf4d3c9,I am planning to travel next month.,I am planning to travel next month.
9bb1b709-1a2d-4579-9c55-6b640b87b596,The food in that restaurant was delicious.,The food in that restaurant was delicious
42351ad9-e31a-4dcf-929b-6011a7c064d5,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
87fa41a8-c372-4d72-ab6a-d483ef911a07,He bought a new phone yesterday.,He bought a new phone yesterday
1820f65f-2233-4b00-b2db-bceb042abb8b,The product exceeded my expectations.,The product exceeded my expectations
6a17fa95-edc9-40f9-ab39-95666760f766,The weather is cold and gloomy today.,The weather is cold and
3d9f45e1-988d-4cab-b1a4-b028307b4a8b,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
84ca9ef1-c6d6-4694-b536-01e5149c057b,I am planning to travel next month.,I am planning to travel next month.
bd26a26b-46d9-47b1-b077-c72cce3b4201,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
88ab8311-361f-4bad-adaa-60948289108f,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
0f5a58ff-57ae-4222-ab84-2caf2cf3537e,I am planning to travel next month.,I am planning to travel next month.
5baea39d-820f-44c8-a9e1-f95174e3c9ac,He bought a new phone yesterday.,"In summary, He bought a new phone yesterday."
bdd41169-58c8-4fa1-80d9-2afbb58d1c78,I am planning to travel next month.,I am planning to travel next month.
839d1ab9-526b-43f7-bbe9-6d74fdabc993,The laptop battery drains very quickly.,The laptop battery drains very quickly. It was a memorable experience overall.
ba71a4ea-041d-4e15-b4d7-3ed541130a24,The laptop battery drains very quickly.,The laptop battery drains very quickly. This happened recently and I felt it was worth mentioning.
68b01b20-25cd-4ee5-8a69-d915057a1a62,The food in that restaurant was delicious.,The food in that restaurant was tasty.
9c0b0248-e45b-4c8c-8cb5-4d9819dabb17,I need help with my machine learning project.,I need help with my machine learning project.
b2736654-e1e2-4add-9849-5591c278f719,She completed her assignment on time.,She completed her assignment on time. This happened recently and I felt it was worth mentioning.
5f9d6026-d945-4fae-9f2e-bd593a26aff9,The food in that restaurant was delicious.,The food in that restaurant was delicious
0409742a-1769-4264-abb7-d25dc4fc2fe9,The food in that restaurant was delicious.,"In summary, The food in that restaurant proved to be delicious."
53e7872a-4776-401b-8573-2f64feea7a32,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
42617c48-7222-4c4c-9a17-db035d909f23,I am planning to travel next month.,I am planning to travel
d0c4c875-dc66-498a-86e9-b571400fdb0d,The service at the hotel was terrible.,The service at the hotel was terrible. It was a memorable experience overall.
830e242c-0660-44fa-a678-0896477daad6,The weather is cold and gloomy today.,The weather is cold and gloomy today.
2b3fafb0-a68f-4eec-b726-9370fcf29067,She completed her assignment on time.,She completed her assignment on time
fc215afd-0adf-46e0-adb1-fbd1be3f1513,The food in that restaurant was delicious.,The food in that restaurant was delicious. It was a memorable experience overall.
bbdaee00-979e-42eb-8590-b643ed1bb6af,The food in that restaurant was delicious.,The food in that restaurant
920c93a0-a010-4d26-8b31-24c93c0dcb78,I need help with my machine learning project.,I need help with my machine learning project.
7f8594d6-8347-444c-a042-fccf192170d2,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
55a45a62-6027-4e8e-a597-c0b42f6dd6f3,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
00491c3d-b0c1-4fc0-b576-c3b13ddf1f22,The food in that restaurant was delicious.,The food in that restaurant was delicious
dfa6cee0-9719-4a05-a890-08c342641a5c,The laptop battery drains very quickly.,The laptop battery drains very quickly
0d267c81-7847-45d0-ac14-a859ad170de3,She completed her assignment on time.,She completed her assignment on time.
38385c04-c741-4c45-83ac-f6deb8db9154,The weather is cold and gloomy today.,The weather is chilly and dark today.
256c9f00-903d-4a95-9fff-ed7bf09479c9,The movie was fantastic and enjoyable.,The movie was amazing and fun.
637af800-547a-4927-bdd1-f8cac9b75fd9,The movie was fantastic and enjoyable.,"In summary, The movie proved to be fantastic and enjoyable."
7dc3df7e-91a8-404c-8a3c-88af7e66350a,The product exceeded my expectations.,The product exceeded my expectations.
42bd0664-570f-4107-9dc9-ee1f5acf3870,I need help with my machine learning project.,I need help with my machine learning project.
